TOTAL;SECRETARIA;AGRUPAMENTO;SUBPREFEITURA;ADM REGIONAL;DRE;TIPO UNIDADE; ;CÓDIGO UNIDADE;NOME UNIDADE;ENDEREÇO;TELEFONE;CEP;BAIRRO;INICIO CONVENIO;FIM CONVENIO;TIPO ATENDIMENTO;INICIO DESATIVACAO;FIM DESATIVACAO;CODIGO EOL;INAUGURADO;INICIO TIPO ATENDIMENTO;FIM TIPO ATENDIMENTO
566;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6557;EMEI JOAQUIM MANOEL DE MACEDO - (MIST);R. ANDRE PEIXOTO, 80;(11)55115812;5845230;JD. BRASÍLIA;;;MISTA;;;90191;02/03/1994;03/01/2012;
567;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6562;EMEI DNA. JULITTA PRADO ALVES LIMA (MIST);R. POÇO DA PEDRA, 177;(11)58516555;5820230;JD. NOVO STO. AMARO;;;MISTA;;;90247;21/02/1994;03/01/2012;
568;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6565;EMEI CLARICE LISPECTOR - (MIST);R. COM. MIGUEL MALUHY, 159;(11)55141864;5830220;JD. GUARUJÁ;;;MISTA;;;90271;01/03/1994;03/01/2012;
569;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6569;EMEI ANGENOR DE OLIVEIRA - CARTOLA - (MIST);R. MÁRIO TOTTA, 100;(11)58736945;5880320;JD. GUARUJÁ;;;MISTA;;;90310;10/02/1994;03/01/2012;
570;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6575;EMEI PROFA. NORIMAR TEIXEIRA (MIST);R. VERDUN, 45;(11)55140011;4918230;JD .SÃO FRANCISCO;;;MISTA;;;99252;04/02/1994;03/01/2012;
571;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;13181;EMEI PERIMETRAL I (MIST);RUA DA INDEPENDÊNCIA, 701;;5664015;PARAISÓPOLIS;;;MISTA;;;19515;02/10/2015;02/10/2015;
572;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;13101;EMEI PARQUE SANTO ANTÔNIO I (MIST);R. RINALDO DE HANDEL, S/Nº;(11)55143741 (11)55144852;5821140;CHÁCARA SANTANA;;;MISTA;;;19495;08/06/2015;31/07/2015;
573;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;12835;EMEI PROFESSORA ROSILDA SILVIO SOUZA (MIST);ESTRADA DO JARARAU, 89-A;(11)58344623 (11)58344519;4943120;CHACARA NANI;;;MISTA;;;19499;28/06/2013;10/07/2013;
574;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6578;EMEI ORLANDO DE ALVARENGA GÁUDIO - (MIST);R. ANTONIO ELIAS SCHOUERI, 142;(11)55171008;4945200;PQ. DO LAGO;;;MISTA;;;574;02/03/1994;03/01/2012;
575;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;11633;CEU EMEI GUARAPIRANGA - (MIST);ESTR. DA BARONESA, 1120;(11)33979652 (11)33979654 (11)33979653;4919000;BARONESA;;;MISTA;;;19352;13/03/2008;03/01/2012;
576;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;11662;CEU EMEI VILA DO SOL - (MIST);AV. DOS FUNCIONÁRIOS PÚBLICOS,, 369;(11)33979857 (11)33979858;4962000;JD. DA CAPELA;;;MISTA;;;19354;09/04/2008;03/01/2012;
577;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;10813;EMEI ALICE ALVES MARTINS - (MIST);R. MONFORTE DA BEIRA, 298;(11)58910287;5819060;JD. STA. JOSEFINA;;;MISTA;;;19324;23/05/2006;03/01/2012;
578;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;10251;CEU EMEI CASA BLANCA - (MIST);R. JOÃO DAMASCENO, 85;(11)55195240;5841160;JD. CASA BLANCA;;;MISTA;;;19302;09/06/2004;03/01/2012;
579;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;9484;EMEI  PROFA. JOANA MITSUE ISHII - (MIST);R. RENE CASTERA, 561;(11)58966272;4963160;CHÁC. ENSEADA;;;MISTA;;;19200;16/03/2001;03/01/2012;
580;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;9483;EMEI MARIA CLARA MACHADO - (MIST);R. ENG. MILTON DE ALVARENGA PEIXOTO, 18;(11)58955449 (11)58968522;4953040;VL. GILDA;;;MISTA;;;19204;02/03/2001;03/01/2012;
581;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;9164;EMEI CHÁC. SONHO AZUL - (MIST);TRAV. ALCATO, 01;(11)55171003 (11)55172833;4961160;VL. CALÚ;;;MISTA;;;19038;09/02/1998;03/01/2012;
582;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6552;EMEI PROFA. ASTROGILDA DE ABREU SEVILHA - (MIST);R. IGNÁCIO PARREIRAS NEVES, 15;(11)58310330 (11)58339357;4942080;JD.NAKAMURA;;;MISTA;;;90140;18/02/1994;03/01/2012;
583;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;8625;EMEI DEP. SALOMÃO JORGE - (MIST);R. BACABINHA, 200;(11)55150145 (11)58946723;4917030;JD. SÃO JOAQUIM;;;MISTA;;;14176;18/02/1994;03/01/2012;
584;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6579;EMEI VL. REMO - (MIST);R. ITAPAROQUERA, S/N;(11)55146067 (11)58911819;4932060;VL. REMO;;;MISTA;;;10839;18/02/1994;03/01/2012;
585;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6574;EMEI DINAH SILVEIRA QUEIROZ - (MIST);R. SEBASTIÃO SENRET, 137;(11)58946717;4911030;PQ. SANTA EDWIGES;;;MISTA;;;99066;21/02/1994;03/01/2012;
586;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6566;EMEI JANETE CLAIR - (MIST);R. DR. AZEVEDO SODRÉ, 114;(11)58312358 (11)58315646;4937080;VL. BOM JARDIM;;;MISTA;;;90280;10/02/1994;03/01/2012;
587;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6563;EMEI JD. IBIRAPUERA - (MIST);R. ACEDIO JOSÉ FONTANETE, 229;(11)58519986;5814100;JD. IBIRAPUERA;;;MISTA;;;90255;21/02/1994;03/01/2012;
588;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6561;EMEI BÁRBARA HELIODORA G. DA SILVEIRA - (MIST);R. MARCELINO COELHO, 297A;(11)58313175;4939010;JD. ANGELA;;;MISTA;;;90239;02/03/1994;03/01/2012;
589;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;1;EMEI                ;6556;EMEI MÁRIO SETTE - (MIST);R. ANTONIO BAUSCHERT, 66;(11)55115795;5850120;JD. CAPELINHA;;;MISTA;;;90182;01/03/1993;03/01/2012;
590;SME            ;1;M' BOI MIRIM        ;MB;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;8;SME CONVÊNIO        ;9902;SME CONV. ASSOC. BENEF. GUAINUMBI;R. EMANUEL LIST, 96;(11)58957501;4949175;CHÁC. FLÓRIDA;30/10/2014;29/04/2017;DIRETA;;;600039;04/04/2001;;
591;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;7779;CEI CONV. ANA DE FÁTIMA;R. CONSTELAÇÃO DO CORVO, 47;(11)59796422;4865020;JD. CASA GRANDE;01/07/2015;31/12/2017;DIRETA;;;306268;26/02/1999;;
592;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;7786;CEI CONV. STA TEREZINHA;R. NICOLAU LORIN, 21;(11)59784127;4896070;JD. STA. TEREZINHA;01/07/2015;31/12/2017;DIRETA;;;306279;;;
593;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;13425;CEI CONV. SANTA MARIA;R. JOÃO DA SILVA BRAGA, 477;(11)56661008;4890130;JD. NOVO PARELHEIROS;13/05/2016;12/11/2018;DIRETA;;;308639;07/07/2016;;
594;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;13138;CEI CONV. AS PRINCESAS;RUA PIRAJU, 913 B;(11)55996413 (11)55996412;4866240;JARDIM ALMEIDA;16/06/2015;15/12/2017;DIRETA;;;308279;28/08/2015;;
595;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;12825;CEI CONV. NOVA AMÉRICA;R: JANE VANINE CAPOZI, 45/46;(11)59773843;4897170;CID. NOVA AMÉRICA;21/07/2015;20/01/2018;DIRETA;;;307916;10/06/2013;;
596;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;12165;CEI CONV. VARGEM GRANDE;RUA BEIJA FLOR, 50;(11)59287872 (11)26140657;4895280;VARGEM GRANDE;03/04/2014;02/04/2017;DIRETA;;;307083;02/04/2009;;
597;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;11877;CEI CONV. JD. DAS ORQUÍDEAS;AV. DAS ORQUÍDEAS, 193;(11)59216100;4896320;VARGEM GRANDE;26/03/2016;25/09/2018;DIRETA;;;306998;23/10/2008;;
598;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;11878;CEI CONV. VINICIUS DE MORAES;R. XAVIER ALVARENGA, 275;(11)59213744;4884010;JD. SÃO NORBERTO;31/05/2016;30/11/2018;DIRETA;;;306999;23/10/2008;;
599;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;10930;CEI CONV. JD. ALMEIDA;R. PIRAJU, 913;(11)59214878;4866240;JD. ALMEIDA;21/07/2015;20/01/2018;DIRETA;;;306575;20/09/2006;;
600;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;10744;CEI CONV. LUDOTECA;R. CARLOS RASQUINHO, 73;(11)59216424;4892140;COLÔNIA;06/06/2016;05/12/2018;DIRETA;;;306720;23/02/2006;;
601;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;10488;CEI CONV. CAFRACI - NÚCLEO II;R. PAVÃO REAL, 02;(11)55270519;4864210;BALNEÁRIO SÃO JOÃO;01/07/2016;31/12/2018;DIRETA;;;306614;05/10/2004;;
602;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;10464;CEI CONV. LETRAS MÁGICAS;R. HENRY PALMER, 28;(11)59214881;4884150;JD. SÃO NORBERTO;22/09/2014;21/03/2017;DIRETA;;;306609;23/09/2004;;
603;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;9943;CEI CONV. FORÇA E AÇÃO COMUNITÁRIA;AV. PROF. HERMÓGENES DE FREITAS LEITÃO FILHO, 10;(11)59223656;4884000;JD. HERPLIN;21/07/2015;20/01/2018;DIRETA;;;306610;;;
604;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;9550;CEI CONV. O SEMEADOR;R. AMÉRICO COXA, 550;(11)59202498;4890000;JD. ROSCHEL;01/07/2015;31/12/2017;DIRETA;;;306505;15/01/2002;;
605;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;12412;CEI CONV. N. SRA. DE GUADALUPE;RUA SATELITE ARIEL, 304;(11)59223666;4858490;JD. CASA GRANDE;05/04/2015;04/10/2017;DIRETA;;;400398;27/05/2010;;
606;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;12184;CEI CONV. CORA CORALINA;R. PEDRO GAVINELLI, 02;(11)59218846;4890470;PARELHEIROS;31/05/2016;30/11/2018;DIRETA;;;307082;15/05/2009;;
607;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;9617;CEI CONV. NÚCLEO JD. DOS ÁLAMOS;R. JACOB ROSCHEL CHRISTE, S/N;(11)59204232;4883250;JD. DOS ÁLAMOS;01/07/2015;31/12/2017;DIRETA;;;306504;18/07/2002;;
608;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;9206;CEI CONV. JD. DOS SABIÁS;R. CONSTANTINO BRUNO DI BARTOLOMEU, 110;(11)59208047;4888020;JARDIM DO CENTRO;03/07/2016;02/01/2019;DIRETA;;;400396;01/04/1998;;
609;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;11;CEI CONVENIADO      ;7791;CEI CONV. SÃO NORBERTO;R. VINCENZO NERITI, 610;(11)59203506;4884140; JD. SÃO NORBERTO;01/07/2015;31/12/2017;DIRETA;;;306280;26/02/1999;;
610;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;9;CEI MUNICIPAL       ;7449;CEI MUN. JD. NOVO PARELHEIROS (TERC);R. TEREZINHA PRADO DE OLIVEIRA, 52;(11)59208840 (11)59263988;4890630;JD. N.PARELHEIROS;;;TERCEIRIZADA;;;400107;26/02/1999;13/01/2015;
611;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;9;CEI MUNICIPAL       ;8448;CEI MUN. JD. SILVEIRA - (TERCEI.);R. ANTONIO BERNAL, 72;(11)59208709;4892100;JD. SILVEIRA;;;TERCEIRIZADA;;;400135;26/02/1999;23/07/2008;
612;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;9;CEI MUNICIPAL       ;12070;CEU CEI MUN. PARELHEIROS - (TERCEI.);R- JOSÉ PEDRO DE BORBA, 20;(11)59214679;4890210;NOVO PARELHEIROS;;;TERCEIRIZADA;;;400710;12/02/2009;12/02/2009;
613;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;5;CIEJA               ;10487;CIEJA PARELHEIROS;PÇA. DO TRABALHADOR, S/N;(11)59387334;4858455;JD. MARIA FERNANDES;;;DIRETA;;;200207;;;
614;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;8849;EMEF VARGEM GRANDE - (TERCEI.);R. BEIJA FLOR, 01;(11)59204003 (11)59204004;4895280;VARGEM GRANDE;01/01/2014;;TERCEIRIZADA;;;19291;22/04/1996;27/09/2010;
615;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;12607;EMEF VARGEM GRANDE II (TERC);RUA IPÊ ROXO, 82;(11)59217034;4896360;VARGEM GRANDE;;;TERCEIRIZADA;;;19474;18/01/2012;18/01/2012;
616;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;12076;EMEF CEU MANOEL VIEIRA DE QUEIROZ FILHO - (TERCEI.);R- JOSÉ PEDRO DE BORBA, 20;(11)59266927 (11)59296925;4890410;JD. NOVO PARELHEIROS;;;TERCEIRIZADA;;;19313;12/02/2009;12/02/2009;
617;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;12072;EMEF GENY MARIA MUNIZ ALMEIDA KLEIN PUSSINELLI - (TERCEI.);R. ANTÔNIO ALIXTO DA SILVA, 85;(11)56674741 (11)56674753;4809240;VILA SANTA MARIA;;;TERCEIRIZADA;;;19440;12/02/2009;12/02/2009;
618;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;9259;EMEF PEDRO GERALDO SCHUNK - (TERCEI.);R. ANTONIO BERNAL, 40;(11)59203963;4892100;JD.SILVEIRA;;;TERCEIRIZADA;;;19194;07/08/1998;27/09/2010;
619;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;8482;EMEF ULISSES GUIMARÃES - (TERCEI.);R. CDE. DE LANCASTER, 209;(11)59208892;4890290;JD. STA FÉ;;;TERCEIRIZADA;;;12688;02/03/1994;18/03/2002;
620;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2;EMEF                ;9384;EMEF PLÍNIO MARCOS - (TERCEI.);R. BELÉM, S/N;(11)59219520;4884390;JD. PAPAI NOEL;;;TERCEIRIZADA;;;19496;14/02/2000;18/03/2002;
621;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;6594;EMEI JOSÉ ROSCHEL CHRISTI (TERC);R. GENTIL SCHUNCK ROSCHEL, 79;(11)59219964;4890410;NOVO PARELHEIROS;;;TERCEIRIZADA;;;11568;02/03/1993;01/11/2011;
622;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;9837;EMEI PROF. JOSÉ LA TORRE - (TERCEI.);R. ANTONIO MARCONDES BOÊTA, 30;(11)59260850 (11)59208156;4883210;JD. ALADIM;;;TERCEIRIZADA;;;19300;22/09/2003;11/08/2003;
623;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;12606;EMEI VARGEM GRANDE I (TERC);RUA JAQUEIRA, 08;(11)59216416 (11)59216396;4896160;COLONIA;;;TERCEIRIZADA;;;19473;18/01/2012;18/01/2012;
624;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;12069;CEU EMEI PARELHEIROS - (TERCEI.);R. JOSÉ PEDRO DE BORBA, 20;(11)59217131 (11)0;4890090;JD. NOVO PARELHEIROS;;;TERCEIRIZADA;;;19441;12/02/2009;12/02/2009;
625;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;12068;EMEI JD. NOVO PARELHEIROS - (TERCEI.);R. GENTIL SHUNCK ROSCHEL, 101;(11)59203183 (11)59204002;4890410;PARELHEIROS;;;TERCEIRIZADA;;;19448;12/02/2009;12/02/2009;
626;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;9477;EMEI RECANTO CAMPO BELO - PROFA. DIRCE ZILLESG BORGES DOS SANTOS  (TERCEI.);R . MARCELO BERNARDINI, S/N;(11)59215480;4880080;RECANTO CAMPO BELO;;;TERCEIRIZADA;;;19213;;24/03/2003;
627;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;1;EMEI                ;9427;EMEI LUIZ GONZAGA NASCIMENTO - NOVO PARELHEIROS - (TERCEI.);R. GENTIL SCHUNCK ROSCHEL, S/N;(11)59211515;4890210;JD. NOVO PARELHEIRO;;;TERCEIRIZADA;;;19682;;07/02/2006;
628;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;24;PROJETO CECI        ;10095;PROJETO CECI ALDEIA TENONDE PORÃ;ESTR. DA BARRAGEM, 153;(11)59773689;4895070;BARRAGEM;;;DIRETA;;;200206;;;
629;SME            ;1;PARELHEIROS         ;PA;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;24;PROJETO CECI        ;10096;PROJETO CECI ALDEIA  KRUKUTU;ESTR. DO CURUCUTU, S/N;(11)59784325;4895090;BARRAGEM;;;DIRETA;;;200205;;;
630;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7806;CEI CONV. FRATERNIDADE MARIA DE NAZARÉ;R. SÃO MACÁRIO, 111;(11)30326510;5443040;VILA BEATRIZ;01/01/2013;31/12/2017;DIRETA;;;306194;28/12/2007;;
631;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;12638;CEI CONV. GARATUJA;R- ALESSANDRO BIBIENA, 389;(11)37511873 (11)29148714;5529020;JD JAQUELINE;08/06/2015;07/12/2017;DIRETA;;;307726;23/03/2012;;
632;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7820;CEI CONV. VILA DALVA;R. RUI AMARAL LEMOS, 553;(11)37122242;5388070;VL. DALVA;19/10/2013;12/07/2018;DIRETA;;;306192;10/02/2000;;
633;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7811;CEI CONV. STA. TERESA DE JESUS;R. COJUBA, 159;(11)31684578;4533040;ITAIM BIBI;03/04/2013;25/01/2018;DIRETA;;;400370;10/02/2000;;
634;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7810;CEI CONV. MÃE DO SALVADOR;R. DOS MACUNIS, 738;(11)30311696 (11)38128431;5444001;ALTO DE PINHEIROS;01/01/2013;31/12/2017;DIRETA;;;400306;10/02/2000;;
635;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7817;CEI CONV. RECANTO INF. IZABEL MENDES DE CASTRO;R. AMARO CAVALHEIRO, 124;(11)30318218;5425010;PINHEIROS;01/01/2013;31/12/2017;DIRETA;;;306219;10/02/2000;;
636;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7818;CEI CONV. CASA DA PEQUENA IVETE;R. INHATIUM, 152;(11)30223059;5468160;ALTO DE PINHEIROS;01/01/2012;31/12/2017;DIRETA;;;306191;10/02/2000;;
637;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7812;CEI CONV. LAR CRIANÇA FELIZ;RUA EUDORO LINCOLN BERLINK, 346;(11)30441119 (11)37836858;5565200;JARDIM ARPOADOR;01/01/2013;31/12/2017;DIRETA;;;306198;14/02/2000;;
638;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7809;CEI CONV. LAR DO ALVORECER CRISTÃO;R. HARMONIA, 1166;(11)30314880;4035001;VL MADALENA;01/01/2013;31/12/2017;DIRETA;;;400408;10/02/2000;;
639;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;11;CEI CONVENIADO      ;7807;CEI CONV. JESUS MENINO;ALAMEDA FRANCA, 889;(11)30642686;1422001;CERQUEIRA CESAR;01/01/2013;31/12/2017;DIRETA;;;306197;10/02/2000;;
640;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;9;CEI MUNICIPAL       ;10034;CEI MUN. PINHEIROS - (MIST);AV. REBOUÇAS, 2679;(11)30824387;5401350;PINHEIROS;;;MISTA;;;400305;05/12/2003;03/01/2012;
641;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2;EMEF                ;6956;EMEF DR. JOSÉ DIAS DA SILVEIRA - (MIST);R. ROQUE PETRELLA, 1054;(11)55315005 (11)50417703;4581051;VL. CORDEIRO;;;MISTA;;;93165;;03/01/2012;
642;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2;EMEF                ;6942;EMEF PROFA. MARIA ANTONIETA  D'ALKIMIN BASTO - (MIST);R. CASA DO ATOR, 207;(11)38464931;4546001;VL.OLÍMPIA;;;MISTA;;;93131;10/02/1994;03/01/2012;
643;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2;EMEF                ;6943;EMEF PROF. OLAVO PEZZOTTI - (MIST);R. FRADIQUE COUTINHO, 2200;(11)30340286 (11)30329908;5416002;VL. MADALENA;;;MISTA;;;93149;02/03/1994;03/01/2012;
644;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;1;EMEI                ;6606;EMEI TIDE SETUBAL - (MIST);R. COJUBA, 97;(11)30784891;4533040;ITAIM BIBI;;;MISTA;;;90433;20/02/1994;03/01/2012;
645;SME            ;1;PINHEIROS           ;PI;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;1;EMEI                ;6607;EMEI PEDROSO DE MORAES - (MIST);AV. PEDROSO DE MORAES, 100;(11)30317010 (11)30327689;5420000;PINHEIROS;;;MISTA;;;90441;02/03/1994;03/01/2012;
